------ Begin Next Fly'm ------
4.0026	2	0.867935	26.6147	102	-0.0119133	18.1832	53842.4	6.16261e+07
4.0026	2	-4.66523	12.6627	102	-0.335228	17.4308	57656.5	7.09257e+07
4.0026	2	-23.2536	26.8267	102	0.68022	17.0177	47462.4	4.76222e+07
4.0026	2	-18.0131	22.3864	102	-1.0219	27.4643	32605.7	2.2249e+07
4.0026	2	-0.264429	3.40033	102	-0.0109102	32.2529	32473.7	2.20678e+07
4.0026	2	10.1579	16.7609	102	0.960403	22.6228	43411.6	3.97154e+07
4.0026	2	-13.587	46.0346	102	0.682663	16.5321	66171.1	9.42806e+07
4.0026	2	6.62232	15.109	102	0.392117	14.5194	67798.2	9.91631e+07
4.0026	2	10.5912	6.4022	102	0.83765	20.4646	51673.6	5.66499e+07
4.0026	2	12.2986	38.8988	102	-1.37112	19.0608	53389.6	6.05686e+07
4.0026	2	7.59524	40.4912	102	-0.78645	24.0493	42929.3	3.88241e+07
4.0026	2	18.7602	13.949	102	2.95212	19.2199	49265.9	5.13868e+07
4.0026	2	19.0098	11.6444	102	2.73037	15.2938	63789.5	8.73799e+07
4.0026	2	-10.8191	38.97	102	1.808	31.2407	32922.2	2.26871e+07
4.0026	2	-19.9205	14.8841	102	-2.17858	13.3968	67673	9.87824e+07
4.0026	2	-9.09019	26.5613	102	0.16288	20.587	46767.1	4.62112e+07
4.0026	2	20.9881	9.16945	102	4.68257	18.6762	54928.8	6.42033e+07
4.0026	2	7.95342	48.365	102	-0.120221	32.5835	32846.1	2.25814e+07
4.0026	2	-11.9945	27.3648	102	0.496567	28.5565	33368.8	2.33126e+07
4.0026	2	10.2228	24.6611	102	0.0369321	18.962	50317.9	5.36528e+07
4.0026	2	-1.68245	22.9636	102	-0.0259567	16.213	60124.5	7.73219e+07
4.0026	2	-1.8509	24.3224	102	-0.0102966	17.5412	55682.6	6.60251e+07
4.0026	2	-8.64577	28.7438	102	0.493625	28.5828	34086.9	2.43368e+07
4.0026	2	22.1355	11.0568	102	10.345	37.9898	25325.7	1.33754e+07
4.0026	2	-18.1604	11.3549	102	-5.11136	31.6877	31774.1	2.11191e+07
4.0026	2	-5.5176	3.45531	102	-0.125525	15.5265	66696.7	9.58427e+07
4.0026	2	-4.45574	20.0123	102	-0.237283	22.9915	42886.5	3.87455e+07
4.0026	2	-14.5887	4.02189	102	-1.97106	40.2366	28087.7	1.64723e+07
4.0026	2	-2.98035	24.0725	102	-0.028248	21.4655	45714.3	4.41174e+07
4.0026	2	4.41274	36.9338	102	-0.291667	16.1268	62055.3	8.25367e+07
4.0026	2	-14.3911	3.69326	102	-0.861266	20.0471	55635.5	6.59103e+07
4.0026	2	-0.539845	10.3261	102	-0.0368992	18.2549	55646.7	6.59375e+07
4.0026	2	-1.70447	9.33622	102	-0.0916012	14.9387	67677	9.87945e+07
4.0026	2	-15.0931	38.3016	102	1.95747	18.4285	54548.1	6.32938e+07
4.0026	2	-16.5198	46.0437	102	2.77919	39.6575	29428.9	1.80947e+07
4.0026	2	-12.3498	32.5407	102	1.71613	32.2018	30208.5	1.90736e+07
3.016	2	18.9253	30.3395	102	-2.48718	30.5725	38751.7	2.37688e+07
3.016	2	4.92245	33.9856	102	-0.378613	20.7533	63099.3	6.43755e+07
3.016	2	-13.1735	22.2014	102	-0.548169	23.1739	53581.3	4.59756e+07
3.016	2	-14.0183	36.998	102	1.80539	20.2358	64632.3	6.76566e+07
3.016	2	18.5475	44.3786	102	-3.65482	25.8376	59077.5	5.61907e+07
3.016	2	22.1227	35.1954	102	-3.18833	15.5486	73903.4	8.94616e+07
3.016	2	4.07144	33.8076	102	-0.283001	19.3618	67429.5	7.38776e+07
3.016	2	-2.93195	26.3717	102	0.0350081	18.0583	70921.4	8.20744e+07
3.016	2	-8.87138	5.28347	102	-0.726042	28.4409	49285.3	3.87516e+07
3.016	2	22.3053	21.734	102	2.98066	44.0588	25156	9.94317e+06
